pedido,requisicao,operadora,nome_origem,cpf_cnpj_raiz_origem,cpf_cnpj_origem,terminal_1_originador,codigo_pais_origem,codigo_ddd_origem,numero_origem,nome_destino,cpf_cnpj_raiz_destino,cpf_cnpj_destino,terminal_2_recebedor,codigo_pais_destino,codigo_ddd_destino,numero_destino,data_inicio,gmt_inicio,duracao_hhmmss,duracao_segundos
1,17892,Telefônica - Vivo,FRANJINHA BROCCOLINI,XXXXX255634YY,XXX.XX02.556-YY,55218XXXX973,55,21,XXXXX973,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-05-23 12:02:43,GMT-03,36,36
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-05-23 13:48:24,GMT-03,0,0
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-05-23 13:48:49,GMT-03,0,0
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,FRANJINHA BROCCOLINI,73090255634,XXX.XX02.556-YY,55218XXXX973,55,21,XXXXX973,2013-05-23 14:10:09,GMT-03,551,351
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-05-23 16:10:50,GMT-03,335,215
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2013-05-24 15:18:13,GMT-03,414,254
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-05-25 02:51:33,GMT-03,1,1
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-05-25 02:51:50,GMT-03,23,23
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-05-25 15:44:51,GMT-03,16,16
1,17908,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55113XXXX671,55,11,XXXXX671,SORVETERIA DO SEU ASTOLFO,17262213,XXX.XX2.213/0024-YY,55115XXXX260,55,11,XXXXX260,2013-05-27 16:56:27,GMT-03,108,68
1,17900,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-05-28 13:44:01,GMT-03,21,21
1,17900,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-05-28 13:44:32,GMT-03,223,143
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,SR CEBOLA ESCRITORIOS,33412792,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,2013-05-28 15:06:48,GMT-03,120,80
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-05-28 15:20:19,GMT-03,52,52
1,17900,Telefônica - Vivo,CASCAO CUCUMBER,XXXXX012815YY,XXX.XX20.128-YY,55119XXXX9644,55,11,XXXXX644,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-05-29 08:26:19,GMT-03,0,0
1,17900,Telefônica - Vivo,CASCAO CUCUMBER,XXXXX012815YY,XXX.XX20.128-YY,55119XXXX9644,55,11,XXXXX644,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-05-29 08:26:27,GMT-03,21,21
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,CASCAO CUCUMBER,21922012815,XXX.XX20.128-YY,55119XXXX9644,55,11,XXXXX644,2013-05-29 08:27:05,GMT-03,128,88
1,17892,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-05-29 09:32:53,GMT-03,33,33
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-05-29 10:29:56,GMT-03,10,10
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-05-29 10:34:00,GMT-03,624,384
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-02 17:12:06,GMT-03,0,0
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-02 17:12:13,GMT-03,23,23
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-02 18:06:39,GMT-03,11,11
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2013-06-03 10:59:59,GMT-03,32,32
1,17905,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,SORVETERIA DO SEU ASTOLFO,17262213,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,2013-06-03 11:00:45,GMT-03,0,0
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2013-06-03 11:03:51,GMT-03,27,27
1,17905,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,SORVETERIA DO SEU ASTOLFO,17262213,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,2013-06-03 11:04:51,GMT-03,0,0
1,17908,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55113XXXX671,55,11,XXXXX671,SORVETERIA DO SEU ASTOLFO,17262213,XXX.XX2.213/0024-YY,55115XXXX339,55,11,XXXXX339,2013-06-03 11:07:18,GMT-03,404,244
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-03 12:18:26,GMT-03,419,259
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-03 16:28:41,GMT-03,218,138
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-04 18:35:31,GMT-03,22,22
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-05 16:08:59,GMT-03,527,327
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-05 23:40:31,GMT-03,17,17
1,17886,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,CEBOLINHA FAVA BEAN,858099853,XXX.XX80.998-YY,55119XXXX8183,55,11,XXXXX183,2013-06-06 13:59:48,GMT-03,39,39
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,CEBOLINHA FAVA BEAN,858099853,XXX.XX80.998-YY,55113XXXX730,55,11,XXXXX730,2013-06-06 14:00:38,GMT-03,55,55
1,17885,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,CEBOLINHA FAVA BEAN,858099853,XXX.XX80.998-YY,55113XXXX730,55,11,XXXXX730,2013-06-06 14:00:46,GMT-03,46,46
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX9853YY,XXX.XX80.998-YY,55113XXXX730,55,11,XXXXX730,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-06 15:41:46,GMT-03,126,86
1,17885,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX9853YY,XXX.XX80.998-YY,55113XXXX730,55,11,XXXXX730,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-06 15:41:56,GMT-03,117,77
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,CHICO BENTO POTATO,13201231800,XXX.XX12.318-YY,55678XXXX800,55,67,XXXXX800,2013-06-07 10:39:12,GMT-03,424,264
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-07 11:09:58,GMT-03,14,14
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-07 11:10:18,GMT-03,22,22
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,CHICO BENTO POTATO,13201231800,XXX.XX12.318-YY,55678XXXX800,55,67,XXXXX800,2013-06-07 11:39:10,GMT-03,426,266
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-07 14:20:26,GMT-03,37,37
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-07 15:06:01,GMT-03,530,330
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-07 16:07:09,GMT-03,21,21
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-07 16:12:54,GMT-03,31,31
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-07 19:05:54,GMT-03,313,193
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-07 19:09:44,GMT-03,46,46
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-08 13:35:59,GMT-03,26,26
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-09 17:24:11,GMT-03,30,30
1,17892,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-11 08:29:57,GMT-03,35,35
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-11 15:50:22,GMT-03,21,21
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-11 18:59:19,GMT-03,33,33
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-12 10:16:26,GMT-03,136,96
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-12 10:18:41,GMT-03,2,2
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-12 10:19:44,GMT-03,326,206
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PITECO MINERADORA EM RECUPERACAO JUDICIAL,14310577,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,2013-06-12 10:26:28,GMT-03,0,0
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-12 18:29:29,GMT-03,46,46
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-12 18:32:18,GMT-03,32,32
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-12 18:33:08,GMT-03,24,24
1,17886,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,CEBOLINHA FAVA BEAN,858099853,XXX.XX80.998-YY,55119XXXX8183,55,11,XXXXX183,2013-06-13 09:43:34,GMT-03,0,0
1,17886,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,CEBOLINHA FAVA BEAN,858099853,XXX.XX80.998-YY,55119XXXX8183,55,11,XXXXX183,2013-06-13 10:55:19,GMT-03,217,137
1,17900,Telefônica - Vivo,TITI PUMPKIN,XXXXX421YY,XXX.XX0.421/0001-YY,55119XXXX6445,55,11,XXXXX445,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-14 12:37:35,GMT-03,0,0
1,17900,Telefônica - Vivo,TITI PUMPKIN,XXXXX421YY,XXX.XX0.421/0001-YY,55119XXXX6445,55,11,XXXXX445,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-14 12:44:52,GMT-03,205,125
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-14 17:34:28,GMT-03,1032,632
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-15 03:10:15,GMT-03,36,36
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-15 15:50:42,GMT-03,321,201
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-15 16:28:54,GMT-03,17,17
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-16 13:12:18,GMT-03,417,257
1,17908,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55114XXXX640,55,11,XXXXX640,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55113XXXX671,55,11,XXXXX671,2013-06-17 11:21:36,GMT-03,36,36
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2013-06-17 17:13:22,GMT-03,37,37
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-17 17:18:02,GMT-03,4,4
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-17 17:18:11,GMT-03,3,3
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-17 17:18:36,GMT-03,3,3
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2013-06-18 10:07:37,GMT-03,28,28
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-18 11:52:48,GMT-03,33,33
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2013-06-18 13:18:20,GMT-03,453,293
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-18 16:42:42,GMT-03,322,202
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2013-06-19 10:39:26,GMT-03,30,30
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-19 11:08:03,GMT-03,26,26
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-19 11:08:33,GMT-03,12,12
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-19 11:13:21,GMT-03,44,44
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2013-06-19 11:19:04,GMT-03,18,18
